Make,Model,Variant,Year,Location,Fuel,Engine,Transmission,KM_driven,Car_Age,Price_in_lacs
toyota,corolla,altis x automatic 1.6,2021,Karachi,Petrol,1600.0,Automatic,50000,4,53.5
daihatsu,tanto,x turbo,2021,Islamabad,Petrol,660.0,Automatic,56000,4,33.5
suzuki,wagon r,hybrid zx,2023,Islamabad,Hybrid,660.0,Automatic,12600,2,41.5
toyota,vitz,fl 1.0,2000,Peshawar,Petrol,1000.0,Automatic,158000,25,19.01
toyota,hiace,luxury wagon high grade,2023,Karachi,Petrol,2800.0,Automatic,10300,2,147.0
honda,n wgn,custom l turbo,2023,Islamabad,Petrol,660.0,Automatic,10600,2,41.5
toyota,hiace,gl,2022,Karachi,Petrol,2700.0,Automatic,10500,3,137.0
toyota,hiace,gl,2021,Karachi,Petrol,2700.0,Automatic,63900,4,131.0
toyota,hiace,gl,2014,Karachi,Petrol,2700.0,Automatic,61000,11,108.0
toyota,corolla,gli automatic limited edition 1.6 vvti,2013,Lahore,Petrol,1600.0,Automatic,82230,12,36.75
suzuki,mehran,vxr euro ii,2017,Chishtian,Petrol,796.0,Manual,55000,8,13.5
honda,city,aspire 1.3 i-vtec,2016,Lahore,Petrol,1300.0,Manual,86000,9,31.25
toyota,raize,xs,2021,Karachi,Petrol,1000.0,Automatic,95000,4,52.5
daihatsu,mira,x sa lll,2024,Karachi,Petrol,660.0,Automatic,6700,1,35.5
toyota,vitz,fl 1.0,2004,Peshawar,Petrol,1000.0,Automatic,175000,21,20.0
suzuki,wagon r,ags,2022,Sialkot,Petrol,1000.0,Automatic,58000,3,32.0
toyota,aqua,s,2015,Karachi,Hybrid,1500.0,Automatic,85000,10,38.25
hyundai,santa fe,signature,2023,Multan,Hybrid,1600.0,Automatic,28600,2,135.0
toyota,corolla,altis grande x cvt-i 1.8 beige interior,2022,Faisalabad,Petrol,1800.0,Automatic,63500,3,66.5
toyota,corolla,gli 1.3 vvti,2010,Islamabad,Petrol,1300.0,Manual,200000,15,26.0
toyota,raize,g,2020,Karachi,Petrol,1000.0,Automatic,32000,5,55.75
daihatsu,move,x sa 2,2022,Gujranwala,Petrol,660.0,Automatic,31450,3,33.85
toyota,yaris sedan,ativ cvt 1.3,2021,Karachi,Petrol,1300.0,Automatic,51000,4,41.5
changan,alsvin,1.5l dct lumiere,2021,Karachi,Petrol,1500.0,Automatic,59000,4,35.5
honda,civic,oriel prosmatec ug,2014,Karachi,Petrol,1800.0,Automatic,79000,11,34.5
suzuki,swift,rs 1.0,2019,Karachi,Petrol,1000.0,Automatic,67000,6,50.0
suzuki,swift,dlx automatic 1.3 navigation,2017,Islamabad,Petrol,1300.0,Automatic,88980,8,28.5
mg,hs,essence,2024,Faisalabad,Petrol,1500.0,Automatic,15311,1,76.0
honda,civic,rs,2022,Lahore,Petrol,1500.0,Automatic,49908,3,84.0
kia,sorento,1.6t hev awd,2025,Sialkot,Hybrid,1600.0,Automatic,1600,0,174.0
kia,sportage,fwd,2021,Rawalpindi,Petrol,2000.0,Automatic,45000,4,66.5
honda,civic,oriel 1.8 i-vtec cvt,2020,Okara,Petrol,1800.0,Automatic,135000,5,59.5
kia,stonic,ex+,2022,Karachi,Petrol,1400.0,Automatic,52000,3,50.0
honda,city,1.5 i-vtec,2018,Rawalpindi,Petrol,1500.0,Manual,108000,7,36.25
honda,civic,oriel 1.8 i-vtec cvt,2019,Lahore,Petrol,1800.0,Automatic,118000,6,53.9
suzuki,wagon r,vxr,2014,Lahore,Petrol,1000.0,Manual,150000,11,18.75
toyota,passo,x,2013,Karachi,Petrol,1000.0,Automatic,120000,12,24.5
suzuki,alto,vxl ags,2023,Islamabad,Petrol,660.0,Automatic,27265,2,30.5
suzuki,wagon r,vxr,2018,Lahore,Petrol,1000.0,Manual,110,7,19.95
honda,civic,exi,1996,Lahore,Petrol,1500.0,Manual,260000,29,10.7
toyota,aqua,s led soft leather selection,2016,Karachi,Hybrid,1500.0,Automatic,97500,9,43.25
honda,city,1.3 i-vtec prosmatec,2019,Islamabad,Petrol,1300.0,Automatic,90000,6,38.65
hyundai,sonata,2.0,2023,Karachi,Petrol,2000.0,Automatic,18000,2,89.0
honda,civic,oriel 1.8 i-vtec cvt,2018,Gujrat,Petrol,1800.0,Automatic,86000,7,49.0
toyota,yaris hatchback,x,2022,Lahore,Petrol,1000.0,Automatic,68500,3,46.25
toyota,prius,s 1.5,2011,Karachi,Hybrid,1500.0,Automatic,99000,14,31.9
toyota,aqua,s,2014,Karachi,Hybrid,1500.0,Automatic,98000,11,31.9
honda,vezel,hybrid x,2014,Karachi,Hybrid,1500.0,Automatic,74000,11,39.9
toyota,corolla,altis grande cvt-i 1.8,2015,Karachi,Petrol,1800.0,Automatic,75000,10,39.5
daihatsu,cast,activa g sa iii,2021,Lahore,Petrol,660.0,Automatic,24000,4,33.95
suzuki,ravi,standard,1991,Khanewal,Petrol,800.0,Manual,400000,34,4.5
kia,stonic,ex+,2024,Karachi,Petrol,1400.0,Automatic,17000,1,55.5
honda,n box,custom gl turbo,2022,Lahore,Petrol,658.0,Automatic,91000,3,35.95
toyota,corolla,xli vvti,2019,Islamabad,Petrol,1300.0,Manual,27000,6,46.9
suzuki,mehran,vxr,2009,Islamabad,Petrol,800.0,Manual,70910,16,8.0
mg,hs,phev,2025,Sialkot,Hybrid,1500.0,Automatic,1,0,99.0
kia,sportage,awd,2023,Lahore,Petrol,2000.0,Automatic,16698,2,85.0
bmw,7 series,745i,2002,Karachi,Petrol,4400.0,Automatic,79000,23,65.0
toyota,raize,g,2021,Lahore,Petrol,1000.0,Automatic,20348,4,52.5
suzuki,swift,glx cvt,2024,Karachi,Petrol,1200.0,Automatic,8000,1,48.1
porsche,cayenne,s e-hybrid,2018,Lahore,Hybrid,3000.0,Automatic,44000,7,535.0
toyota,sienta,x,2019,Karachi,Hybrid,1500.0,Automatic,52303,6,67.0
suzuki,mehran,vx,2007,Lahore,Petrol,800.0,Manual,17033,18,11.0
peugeot,2008,allure,2023,Lahore,Petrol,1200.0,Automatic,22000,2,62.0
audi,a4,s-line competition,2014,Karachi,Petrol,2000.0,Automatic,70000,11,70.0
daihatsu,tanto,x turbo,2022,Lahore,Petrol,660.0,Automatic,31000,3,34.95
suzuki,jimny,turbo,2025,Sialkot,Petrol,658.0,Automatic,25500,0,41.0
daihatsu,taft,x turbo,2020,Karachi,Petrol,660.0,Automatic,71000,5,33.5
suzuki,cultus,vxr,2006,Karachi,Petrol,1000.0,Manual,100000,19,7.95
honda,br-v,i-vtec s,2024,Lahore,Petrol,1500.0,Automatic,41400,1,60.8
toyota,passo,x g package,2010,Multan,Petrol,1000.0,Automatic,123123,15,22.5
dfsk,glory 580,pro,2021,Lahore,Petrol,1500.0,Automatic,49000,4,48.0
hyundai,sonata,2.5,2023,Sialkot,Petrol,2500.0,Automatic,55000,2,97.5
daihatsu,cuore,cx automatic,2006,Karachi,Petrol,800.0,Automatic,156000,19,12.1
honda,civic rebirth,vti oriel 1.8 i-vtec,2012,Lahore,Petrol,1800.0,Manual,131000,13,32.5
honda,civic rebirth,vti oriel prosmatec 1.8 i-vtec,2014,Karachi,Petrol,1800.0,Automatic,78000,11,35.5
nissan,kicks,xv premium,2020,Lahore,Hybrid,1200.0,Automatic,45000,5,65.0
toyota,corolla,altis grande cvt-i 1.8,2014,Lahore,Petrol,1800.0,Automatic,171000,11,42.9
toyota,prado,tx limited 2.7,2020,Lahore,Petrol,2700.0,Automatic,65000,5,272.0
honda,civic reborn,vti 1.8 i-vtec,2007,Faisalabad,Petrol,1800.0,Manual,115000,18,29.5
suzuki,swift,dx 1.3,2012,Karachi,Petrol,1300.0,Manual,95000,13,16.7
toyota,aqua,s led soft leather selection,2013,Karachi,Hybrid,1500.0,Automatic,87000,12,34.0
toyota,passo,plus hana c,2016,Karachi,Petrol,1000.0,Automatic,71000,9,28.5
toyota,corolla,gli 1.6,1996,Peshawar,Petrol,1600.0,Manual,100000,29,12.0
toyota,voxy,hybrid x,2018,Lahore,Hybrid,1800.0,Automatic,71500,7,56.0
toyota,hilux,d-4d automatic,2007,Lahore,Diesel,3000.0,Automatic,250000,18,46.0
suzuki,alto,vxr,2009,Lahore,Petrol,1000.0,Manual,105000,16,12.9
toyota,corolla,altis automatic 1.6,2017,Karachi,Petrol,1600.0,Automatic,69000,8,39.5
honda,civic,oriel,2022,Islamabad,Petrol,1500.0,Automatic,88000,3,72.0
peugeot,2008,allure,2023,Lahore,Petrol,1200.0,Automatic,22000,2,62.0
audi,a4,s-line competition,2014,Karachi,Petrol,2000.0,Automatic,70000,11,70.0
toyota,platz,f 1.0,2005,Karachi,Petrol,1000.0,Automatic,86789,20,16.5
toyota,belta,x 1.0,2007,Karachi,Petrol,1000.0,Automatic,86789,18,20.5
honda,vezel,hybrid z,2014,Lahore,Hybrid,1500.0,Automatic,140878,11,49.0
honda,city,i-dsi,2007,Karachi,Petrol,1300.0,Manual,106789,18,18.0
toyota,corolla,gli 1.3 vvti,2011,Karachi,Petrol,1300.0,Manual,153456,14,24.5
toyota,corolla,gli 1.3 vvti,2018,Karachi,Petrol,1300.0,Manual,132058,7,39.0
toyota,corolla,xli vvti,2010,Islamabad,Petrol,1300.0,Manual,150000,15,20.5
daihatsu,mira,l,2007,Karachi,Petrol,660.0,Automatic,86789,18,16.5
honda,civic,oriel,2022,Islamabad,Petrol,1500.0,Automatic,88000,3,72.0
toyota,crown,athlete,2006,Islamabad,Petrol,2500.0,Automatic,100000,19,65.0
toyota,yaris hatchback,x,2020,Karachi,Petrol,1000.0,Automatic,97000,5,41.5
suzuki,cultus,auto gear shift,2022,Karachi,Petrol,1000.0,Automatic,59000,3,34.45
toyota,aqua,s,2013,Islamabad,Hybrid,1500.0,Automatic,100000,12,37.0
suzuki,swift,dlx automatic 1.3 navigation,2019,Karachi,Petrol,1300.0,Automatic,79000,6,27.9
honda,br-v,i-vtec s,2017,Karachi,Petrol,1500.0,Automatic,21000,8,40.0
suzuki,wagon r,hybrid fz,2020,Gujranwala,Hybrid,660.0,Automatic,58000,5,36.75
toyota,belta,x l package 1.3,2006,Karachi,Petrol,1300.0,Automatic,120000,19,19.25
honda,n one,premium,2014,Lahore,Petrol,660.0,Automatic,76000,11,27.5
honda,civic,vti oriel 1.6,2000,Lahore,Petrol,1600.0,Manual,40000,25,15.15
honda,civic,vti oriel prosmatec 1.8 i-vtec,2009,Rawalpindi,Petrol,1800.0,Automatic,155000,16,29.5
suzuki,wagon r,vxl,2019,Abbottabad,Petrol,1000.0,Manual,92000,6,24.5
honda,br-v,i-vtec s,2018,Lahore,Petrol,1500.0,Automatic,86000,7,41.75
changan,oshan x7,futuresense,2022,Karachi,Petrol,1500.0,Automatic,69000,3,73.5
suzuki,mehran,vx (cng),2007,Sahiwal,LPG,800.0,Manual,100000,18,7.1
daihatsu,mira,x memorial edition,2016,Karachi,Petrol,660.0,Automatic,82000,9,24.5
suzuki,margalla,gl plus,1997,Okara,Petrol,1300.0,Manual,50000,28,7.5
suzuki,mehran,vxr euro ii,2017,Sargodha,Petrol,800.0,Manual,70000,8,11.0
suzuki,alto,vxl ags,2024,Sialkot,Petrol,660.0,Automatic,14000,1,31.5
suzuki,alto,vxr,2021,Lahore,Petrol,660.0,Manual,74000,4,23.25
toyota,corolla,altis sr cruisetronic 1.8,2011,Lahore,Petrol,1800.0,Automatic,170000,14,31.95
toyota,corolla,xli vvti,2010,Islamabad,Petrol,1300.0,Manual,150000,15,20.5
daihatsu,mira,l,2007,Karachi,Petrol,660.0,Automatic,86789,18,16.5
honda,civic,oriel 1.8 i-vtec cvt,2019,Islamabad,Petrol,1800.0,Automatic,77300,6,59.9
suzuki,swift,gl manual,2022,Multan,Petrol,1200.0,Manual,30505,3,37.0
honda,civic,vti prosmatec 1.8 i-vtec,2013,Faisalabad,Petrol,1800.0,Automatic,110000,12,38.0
toyota,corolla,gli automatic 1.3 vvti,2016,Islamabad,Petrol,1300.0,Automatic,73000,9,44.5
honda,vezel,hybrid z,2014,Karachi,Hybrid,1500.0,Automatic,85000,11,43.0
changan,alsvin,1.5l dct lumiere,2022,Lahore,Petrol,1500.0,Automatic,37000,3,36.75
bmw,x1,sdrive18i a/t,2017,Karachi,Petrol,1500.0,Automatic,53199,8,70.0
toyota,corolla,altis automatic 1.6,2018,Karachi,Petrol,1600.0,Automatic,88000,7,45.5
daihatsu,move,custom rs,2023,Islamabad,Petrol,660.0,Automatic,61187,2,34.0
toyota,corolla,altis sr cruisetronic 1.8,2011,Lahore,Petrol,1800.0,Automatic,170000,14,31.95
honda,civic,oriel 1.8 i-vtec cvt,2017,Lahore,Petrol,1800.0,Automatic,75000,8,49.75
hyundai,santro,exec,2003,Faisalabad,Petrol,1000.0,Manual,265000,22,10.6
honda,civic rebirth,vti oriel prosmatec 1.8 i-vtec,2015,Lahore,Petrol,1800.0,Automatic,151000,10,38.0
toyota,prius,s,2021,Karachi,Hybrid,1800.0,Automatic,50000,4,82.9
toyota,prius,s touring selection,2021,Karachi,Hybrid,1800.0,Automatic,42000,4,89.5
honda,civic,oriel 1.8 i-vtec cvt,2017,Lahore,Petrol,1800.0,Automatic,139000,8,48.75
suzuki,alto,vxl ags,2020,Lahore,Petrol,660.0,Automatic,116500,5,24.5
honda,city,1.3 i-vtec prosmatec,2019,Islamabad,Petrol,1300.0,Automatic,92595,6,38.95
suzuki,wagon r,vxl,2017,Lahore,Petrol,1000.0,Manual,59500,8,22.75
daihatsu,cuore,cx eco,2001,Islamabad,Petrol,800.0,Manual,288000,24,9.5
toyota,corolla,altis grande cvt-i 1.8,2020,Lahore,Petrol,1800.0,Automatic,91299,5,57.95
suzuki,khyber,ga,1999,Karachi,Petrol,1000.0,Manual,120000,26,3.8
suzuki,swift,gl cvt limited edition,2023,Karachi,Petrol,1200.0,Automatic,41245,2,41.65
isuzu,d-max,v-cross automatic 3.0,2019,Lahore,Diesel,3000.0,Automatic,90000,6,71.5
honda,civic reborn,vti oriel prosmatec 1.8 i-vtec,2009,Peshawar,Petrol,1800.0,Automatic,130000,16,25.5
toyota,vitz,f 1.0,2014,Karachi,Petrol,1000.0,Automatic,68000,11,29.3
suzuki,swift,dlx automatic 1.3 navigation,2019,Karachi,Petrol,1300.0,Automatic,45000,6,29.95
suzuki,cultus,vxr,2005,Islamabad,Petrol,1000.0,Manual,135215,20,9.0
suzuki,cultus,vxri,2011,Islamabad,Petrol,1000.0,Manual,69000,14,15.5
toyota,corolla,altis grande x cvt-i 1.8 beige interior,2025,Karachi,Petrol,1800.0,Automatic,16200,0,78.75
toyota,corolla,xli vvti,2009,Karachi,Petrol,1300.0,Manual,140000,16,21.9
daihatsu,move,custom rs,2023,Islamabad,Petrol,660.0,Automatic,61187,2,34.0
toyota,fortuner,2.8 sigma 4,2019,Multan,Diesel,2800.0,Automatic,55466,6,133.0
honda,civic,rs,2024,Karachi,Petrol,1500.0,Automatic,26675,1,92.0
toyota,vitz,f safety 1.0,2018,Karachi,Petrol,1000.0,Automatic,90449,7,36.9
toyota,corolla,altis automatic 1.6,2015,Karachi,Petrol,1600.0,Automatic,95000,10,36.5
toyota,c-hr,g-led,2018,Karachi,Hybrid,1800.0,Automatic,60313,7,76.0
kia,sportage,fwd,2020,Karachi,Petrol,2000.0,Automatic,99496,5,66.5
toyota,voxy,hybrid x,2015,Lahore,Hybrid,1800.0,Automatic,102900,10,55.95
nissan,note,1.2e,2018,Islamabad,Hybrid,1200.0,Automatic,111000,7,42.5
honda,civic reborn,vti oriel prosmatec 1.8 i-vtec,2011,Faisalabad,Petrol,1800.0,Automatic,99000,14,31.5
toyota,prius,s 1.8,2011,Peshawar,Hybrid,1800.0,Automatic,125233,14,38.5
toyota,corolla,xli vvti,2009,Karachi,Petrol,1300.0,Manual,140000,16,21.9
toyota,corolla,gli automatic 1.3 vvti,2016,Karachi,Petrol,1300.0,Automatic,102000,9,37.0
kia,sportage,awd,2020,Lahore,Petrol,2000.0,Automatic,86300,5,66.95
kia,stonic,ex+,2022,Lahore,Petrol,1400.0,Automatic,19200,3,52.25
nissan,note,medalist,2017,Faisalabad,Hybrid,1200.0,Automatic,82500,8,42.0
toyota,vitz,f 1.0,2017,Sialkot,Petrol,1000.0,Automatic,78000,8,36.0
toyota,corolla,altis grande cvt-i 1.8,2020,Islamabad,Petrol,1800.0,Automatic,80000,5,62.5
suzuki,khyber,ga,1996,Karachi,Petrol,1000.0,Manual,120500,29,3.05
toyota,passo,x l package,2015,Lahore,Petrol,1000.0,Automatic,155000,10,30.5
toyota,mark x,250g f package,2005,Karachi,Petrol,2500.0,Automatic,120000,20,41.0
suzuki,mehran,vxr euro ii,2014,Gujranwala,Petrol,800.0,Manual,900000,11,11.0
honda,city,1.5l aspire cvt,2024,Lahore,Petrol,1500.0,Automatic,40100,1,55.0
toyota,passo,x g package,2014,Rawalpindi,Petrol,1000.0,Automatic,154000,11,30.0
suzuki,alto,vxr,2004,Lahore,Petrol,1000.0,Manual,350000,21,7.2
toyota,fortuner,2.8 sigma 4,2022,Jhelum,Diesel,2800.0,Automatic,22000,3,164.0
honda,civic,turbo 1.5 vtec cvt,2016,Karachi,Petrol,1500.0,Automatic,100000,9,45.0
honda,city,1.3 i-vtec,2011,Bahawalnagar,Petrol,1300.0,Manual,160000,14,26.5
suzuki,swift,glx cvt,2024,Gujranwala,Petrol,1200.0,Automatic,13500,1,48.5
honda,civic,turbo 1.5 vtec cvt,2016,Gujranwala,Petrol,1500.0,Automatic,76000,9,51.0
toyota,corolla,altis grande cvt-i 1.8,2016,Lahore,Petrol,1800.0,Automatic,138000,9,45.7
suzuki,ravi,euro ii,2020,Rawalpindi,Petrol,800.0,Manual,102820,5,15.75
toyota,prius,s 1.8,2011,Peshawar,Hybrid,1800.0,Automatic,125233,14,38.5
honda,br-v,i-vtec s,2021,Karachi,Petrol,1500.0,Automatic,44728,4,52.0
toyota,corolla,altis automatic 1.6,2017,Islamabad,Petrol,1600.0,Automatic,182741,8,39.0
toyota,corolla,gli 1.3 vvti special edition,2018,Islamabad,Petrol,1300.0,Manual,43000,7,46.8
toyota,prado,tx l package 2.7,2019,Lahore,Petrol,2700.0,Automatic,49000,6,270.0
mercedes benz,c class,c180 avantgarde,2017,Islamabad,Petrol,1600.0,Automatic,72000,8,140.0
toyota,vitz,b 1.0,2009,Peshawar,Petrol,1000.0,Automatic,215259,16,22.0
honda,civic,oriel 1.8 i-vtec cvt,2020,Karachi,Petrol,1800.0,Automatic,46000,5,57.5
hyundai,tucson,fwd a/t gls,2022,Karachi,Petrol,2000.0,Automatic,53000,3,70.0
kia,carnival,gls,2021,Karachi,Petrol,3470.0,Automatic,39000,4,108.0
suzuki,alto,hybrid x,2022,Mardan,Hybrid,660.0,Automatic,53652,3,40.0
suzuki,ravi,euro ii,2020,Rawalpindi,Petrol,800.0,Manual,102820,5,15.75
toyota,vitz,1.0f safety edition iii,2017,Islamabad,Petrol,1000.0,Automatic,78000,8,38.95
suzuki,alto,vxr,2007,Karachi,Petrol,1000.0,Manual,100000,18,7.8
suzuki,alto,vxr,2022,Lahore,Petrol,660.0,Manual,49000,3,26.0
suzuki,swift,dlx 1.3 navigation,2017,Daska,Petrol,1300.0,Manual,8585,8,31.0
suzuki,alto,x,2017,Lahore,Petrol,660.0,Automatic,145000,8,23.0
toyota,corolla,altis grande cvt-i 1.8,2015,Lahore,Petrol,1800.0,Automatic,133000,10,45.0
audi,a6,1.8 tfsi,2015,Faisalabad,Petrol,1800.0,Automatic,84000,10,119.0
suzuki,alto,vxl ags,2020,Lahore,Petrol,660.0,Automatic,51000,5,23.5
toyota,corolla,gli automatic 1.3 vvti,2019,Karachi,Petrol,1300.0,Automatic,82000,6,40.5
suzuki,swift,dlx 1.3 navigation,2017,Karachi,Petrol,1300.0,Manual,76000,8,22.65
honda,civic,vti oriel prosmatec 1.8 i-vtec,2016,Islamabad,Petrol,1800.0,Automatic,129000,9,39.14
honda,civic rebirth,vti oriel prosmatec 1.8 i-vtec,2016,Attock,Petrol,1800.0,Automatic,140000,9,40.5
toyota,fortuner,2.7 v,2022,Gujranwala,Petrol,2700.0,Automatic,34000,3,135.0
honda,city,1.3 i-vtec,2018,Multan,Petrol,1300.0,Manual,66000,7,36.25
suzuki,alto,vxr,2005,Rawalpindi,Petrol,1000.0,Manual,180000,20,12.0
honda,vezel,hybrid z,2014,Islamabad,Hybrid,1500.0,Automatic,139000,11,45.0
honda,city,1.3 i-vtec prosmatec,2018,Islamabad,Petrol,1300.0,Automatic,55000,7,40.95
toyota,yaris hatchback,x,2021,Gujranwala,Petrol,1000.0,Automatic,99000,4,42.75
toyota,corolla,altis automatic 1.6,2016,Karachi,Petrol,1600.0,Automatic,119000,9,36.0
toyota,prado,tx limited 2.7,1999,Peshawar,Petrol,2700.0,Automatic,145000,26,57.0
honda,br-v,i-vtec s,2018,Karachi,Petrol,1500.0,Automatic,63000,7,38.25
nissan,dayz,highway star x propilot,2024,Karachi,Hybrid,660.0,Automatic,3100,1,39.5
kia,sportage,fwd,2020,Lahore,Petrol,2000.0,Automatic,71500,5,63.5
kia,sportage,awd,2020,Karachi,Petrol,2000.0,Automatic,46000,5,62.25
suzuki,alto,works edition,2017,Lahore,Petrol,658.0,Automatic,65435,8,29.0
toyota,corolla,altis x automatic 1.6 special edition,2022,Islamabad,Petrol,1598.0,Automatic,70000,3,63.5
changan,oshan x7,comfort,2024,Lahore,Petrol,1500.0,Automatic,20500,1,84.25
nissan,note,e-power x,2021,Multan,Hybrid,1200.0,Automatic,23000,4,68.25
suzuki,alto,vxr,2011,Karachi,Petrol,1000.0,Manual,136394,14,10.7
toyota,corolla,altis automatic 1.6,2015,Islamabad,Petrol,1600.0,Automatic,93000,10,44.5
honda,accord,type s advance package,2008,Peshawar,Petrol,2400.0,Automatic,75000,17,39.0
kia,sorento,2.4 fwd,2024,Karachi,Petrol,2400.0,Automatic,22084,1,88.0
toyota,corolla,altis automatic 1.6,2018,Islamabad,Petrol,1600.0,Automatic,99000,7,47.75
honda,civic,vti oriel prosmatec 1.6,2005,Islamabad,Petrol,1600.0,Automatic,150000,20,21.5
toyota,passo,x l package s,2022,Karachi,Petrol,1000.0,Automatic,27500,3,39.5
toyota,prado,tx l package 2.7,2012,Lahore,Petrol,2700.0,Automatic,58000,13,163.0
toyota,corolla,gli 1.3 vvti,2012,Okara,Petrol,1300.0,Manual,154000,13,28.45
mg,hs,phev,2025,Islamabad,Hybrid,1500.0,Automatic,11500,0,97.0
suzuki,swift,dlx 1.3,2012,Gakhar mandi,Petrol,1300.0,Manual,137000,13,18.25
toyota,corolla,lx limited 1.5,1993,Islamabad,Petrol,1500.0,Manual,1000,32,14.0
suzuki,cultus,euro ii,2013,Karachi,Petrol,1000.0,Manual,86000,12,12.8
toyota,mark x,250g f package,2006,Lahore,Petrol,2500.0,Automatic,148500,19,41.5
suzuki,mehran,vxr euro ii,2014,Rawalpindi,Petrol,800.0,Manual,35000,11,10.9
toyota,passo,x,2018,Islamabad,Petrol,1000.0,Automatic,72000,7,35.3
suzuki,swift,dx 1.3,2012,Lahore,Petrol,1300.0,Manual,86000,13,21.25
toyota,corolla,altis grande x cvt-i 1.8 black interior,2024,Phalia,Petrol,1800.0,Automatic,9042,1,78.5
suzuki,cultus,vxri,2011,Islamabad,Petrol,1000.0,Manual,159000,14,12.8
suzuki,mehran,vx,2004,Rawalpindi,Petrol,800.0,Manual,100000,21,7.4
daihatsu,rocky,g,2021,Lahore,Petrol,1000.0,Automatic,54000,4,55.5
toyota,prado,tx l package 2.7,2021,Gujranwala,Petrol,2700.0,Automatic,16000,4,331.0
honda,city,1.3 i-vtec prosmatec,2009,Islamabad,Petrol,1300.0,Automatic,180000,16,24.6
honda,civic,vti prosmatec 1.6,2003,Karachi,Petrol,1600.0,Automatic,151500,22,14.0
honda,civic reborn,vti oriel prosmatec 1.8 i-vtec,2011,Karachi,Petrol,1800.0,Automatic,115000,14,20.25
toyota,corolla,gli 1.3 vvti,2015,Bahawalnagar,Petrol,1300.0,Manual,118000,10,36.0
kia,sorento,2.4 fwd,2024,Karachi,Petrol,2400.0,Automatic,22084,1,88.0
honda,civic,vti oriel prosmatec 1.8 i-vtec,2010,Mansehra,Petrol,1800.0,Automatic,183000,15,30.0
toyota,corolla,gli automatic 1.3 vvti,2016,Jhang,Petrol,1300.0,Automatic,105000,9,40.5
suzuki,cultus,auto gear shift,2021,Lahore,Petrol,1000.0,Automatic,91235,4,30.85
toyota,land cruiser,zx,2011,Karachi,Petrol,4600.0,Automatic,122000,14,236.0
toyota,corolla,altis x automatic 1.6 special edition,2021,Lahore,Petrol,1598.0,Automatic,85000,4,60.5
toyota,yaris sedan,gli cvt 1.3,2025,Lahore,Petrol,1300.0,Automatic,9737,0,52.8
toyota,prado,tz 3.4,2005,Islamabad,Petrol,3400.0,Automatic,106000,20,105.0
kia,sportage,fwd,2021,Karachi,Petrol,2000.0,Automatic,68000,4,65.2
changan,oshan x7,comfort,2023,Gujranwala,Petrol,1500.0,Automatic,39000,2,79.0
honda,civic reborn,vti oriel prosmatec 1.8 i-vtec,2011,Karachi,Petrol,1800.0,Automatic,115000,14,20.25
toyota,corolla,gli 1.3 vvti,2015,Bahawalnagar,Petrol,1300.0,Manual,118000,10,36.0
hyundai,elantra,gls,2021,Islamabad,Petrol,2000.0,Automatic,93800,4,57.5
suzuki,cultus,vxl (cng),2003,Karachi,LPG,1000.0,Manual,200000,22,8.15
toyota,corolla,altis automatic 1.6,2015,Gujranwala,Petrol,1600.0,Automatic,93500,10,42.5
toyota,mark x,300g premium,2004,Lahore,Petrol,3000.0,Automatic,137000,21,61.0
toyota,prius,phv (plug in hybrid),2012,Karachi,Hybrid,1800.0,Automatic,88000,13,48.0
honda,civic,exi prosmatec,2005,Karachi,Petrol,1500.0,Automatic,69000,20,19.0
honda,civic,oriel 1.8 i-vtec cvt,2018,Faisalabad,Petrol,1800.0,Automatic,94000,7,50.5
toyota,vitz,f 1.3,2007,Islamabad,Petrol,1300.0,Automatic,136650,18,27.5
faw,v2,vct-i,2016,Lahore,Petrol,1300.0,Manual,90000,9,16.9
toyota,corolla,gli 1.3 vvti,2010,Bahawalnagar,Petrol,1300.0,Manual,159360,15,24.5
honda,civic,oriel 1.8 i-vtec cvt,2017,Lahore,Petrol,1800.0,Automatic,90000,8,47.0
hyundai,elantra,gls,2023,Lahore,Petrol,2000.0,Automatic,17900,2,68.0
toyota,roomy,xs,2021,Lahore,Petrol,1000.0,Automatic,30100,4,39.0
toyota,passo,x l package,2014,Karachi,Petrol,1000.0,Automatic,97000,11,27.5
daihatsu,mira,custom l,2007,Rawalpindi,Petrol,660.0,Automatic,135000,18,17.75
honda,city,1.2l cvt,2025,Lahore,Petrol,1200.0,Automatic,10,0,50.9
toyota,corolla axio,wxb,2018,Karachi,Hybrid,1500.0,Automatic,57565,7,62.25
suzuki,mehran,vx euro ii,2016,Wah cantt,Petrol,796.0,Manual,98257,9,13.5
toyota,corolla,2.0d saloon,2005,Rawalpindi,Diesel,2000.0,Manual,105000,20,29.5
toyota,belta,x 1.0,2007,Bahawalpur,Petrol,1000.0,Automatic,129000,18,22.5
daihatsu,mira,es,2012,Lahore,Petrol,660.0,Automatic,80000,13,19.75
toyota,prado,tz 4.0,2009,Lahore,Petrol,4000.0,Automatic,89000,16,185.0
daihatsu,move,l sa 3,2023,Lahore,Petrol,658.0,Automatic,8930,2,35.0
toyota,vitz,f 1.0,2011,Islamabad,Petrol,1000.0,Automatic,170000,14,27.0
toyota,corolla,gli automatic 1.3 vvti,2019,Islamabad,Petrol,1300.0,Automatic,52000,6,53.5
toyota,vitz,f 1.0,2013,Islamabad,Petrol,1000.0,Automatic,150000,12,29.5
